"init_date","conclusion_date","product_id","value"
"2000-01-05T12:00:00.505Z","2000-01-05T23:00:00.000Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
"2000-01-05T12:00:00.505Z","2000-01-05T12:00:00.505Z","11","432.0"
